Copyright 1986-2022 Xilinx, Inc. All Rights Reserved.
------------------------------------------------------------------------------------
| Tool Version : Vivado v.2022.1 (lin64) Build 3526262 Mon Apr 18 15:47:01 MDT 2022
| Date         : Wed Jul 31 10:36:39 2024
| Host         : aoi running 64-bit Ubuntu 18.04.6 LTS
| Command      : report_utilization -file util.toggle.txt -hierarchical
| Design       : blackparrot_bd_1_wrapper
| Device       : xc7z045ffg900-2
| Speed File   : -2
| Design State : Routed
------------------------------------------------------------------------------------

Utilization Design Information

Table of Contents
-----------------
1. Utilization by Hierarchy

1. Utilization by Hierarchy
---------------------------

+-----------------------------------------------------------------------------------------------------------+-----------------------------------------------------------------+------------+------------+---------+------+-------+--------+--------+------------+
|                                                  Instance                                                 |                              Module                             | Total LUTs | Logic LUTs | LUTRAMs | SRLs |  FFs  | RAMB36 | RAMB18 | DSP Blocks |
|                         mem_1r1w                                                                          |                                   bsg_mem_1r1w__parameterized28 |         86 |          2 |      84 |    0 |     0 |      0 |      0 |          0 |
|                           synth                                                                           |                             bsg_mem_1r1w_synth__parameterized28 |         86 |          2 |      84 |    0 |     0 |      0 |      0 |          0 |
|                       cbc                                                                                 |             bsg_crossbar_control_locking_o_by_i__parameterized0 |         81 |         81 |       0 |    0 |    27 |      0 |      0 |          0 |
|                         rr[0].req_words_reg                                                               |                               bsg_dff_reset_en__parameterized16 |          1 |          1 |       0 |    0 |     5 |      0 |      0 |          0 |
|                         rr[0].rr0                                                                         |                             bsg_arb_round_robin__parameterized0 |         28 |         28 |       0 |    0 |     4 |      0 |      0 |          0 |
|                         rr[1].req_words_reg                                                               |                          bsg_dff_reset_en__parameterized16_1490 |          1 |          1 |       0 |    0 |     5 |      0 |      0 |          0 |
|                         rr[1].rr0                                                                         |                        bsg_arb_round_robin__parameterized0_1491 |         26 |         26 |       0 |    0 |     4 |      0 |      0 |          0 |
|                         rr[2].req_words_reg                                                               |                          bsg_dff_reset_en__parameterized16_1492 |          1 |          1 |       0 |    0 |     5 |      0 |      0 |          0 |
|                         rr[2].rr0                                                                         |                        bsg_arb_round_robin__parameterized0_1493 |         24 |         24 |       0 |    0 |     4 |      0 |      0 |          0 |
|                       sink_comb[0].pump_control                                                           |                       bp_me_stream_pump_control__parameterized3 |          5 |          5 |       0 |    0 |     4 |      0 |      0 |          0 |
|                         (sink_comb[0].pump_control)                                                       |                       bp_me_stream_pump_control__parameterized3 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |          0 |
|                         nz.counter                                                                        |                                         bsg_counter_set_en_1489 |          5 |          5 |       0 |    0 |     3 |      0 |      0 |          0 |
|                       sink_comb[1].pump_control                                                           |                  bp_me_stream_pump_control__parameterized3_1485 |          5 |          5 |       0 |    0 |     4 |      0 |      0 |          0 |
|                         (sink_comb[1].pump_control)                                                       |                  bp_me_stream_pump_control__parameterized3_1485 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |          0 |
|                         nz.counter                                                                        |                                         bsg_counter_set_en_1488 |          5 |          5 |       0 |    0 |     3 |      0 |      0 |          0 |
|                       sink_comb[2].pump_control                                                           |                  bp_me_stream_pump_control__parameterized3_1486 |          5 |          5 |       0 |    0 |     4 |      0 |      0 |          0 |
|                         (sink_comb[2].pump_control)                                                       |                  bp_me_stream_pump_control__parameterized3_1486 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |          0 |
|                         nz.counter                                                                        |                                         bsg_counter_set_en_1487 |          5 |          5 |       0 |    0 |     3 |      0 |      0 |          0 |
|                     slices[0].l2s                                                                         |                                               bp_me_cache_slice |       3779 |       3397 |     382 |    0 |  2290 |     19 |      2 |          0 |
|                       bank[0].cache                                                                       |                                                       bsg_cache |       3220 |       3132 |      88 |    0 |  2240 |     19 |      2 |          0 |
|                         (bank[0].cache)                                                                   |                                                       bsg_cache |         77 |         77 |       0 |    0 |  1023 |      0 |      0 |          0 |
|                         bypass_mux_segmented                                                              |                               bsg_mux_segmented__parameterized0 |         64 |         64 |       0 |    0 |     0 |      0 |      0 |          0 |
|                         data_mem                                                                          |                                bsg_mem_1rw_sync_mask_write_byte |        168 |        168 |       0 |    0 |     0 |     16 |      0 |          0 |
|                           ram                                                                             |                                                bytewrite_ram_1b |        168 |        168 |       0 |    0 |     0 |     16 |      0 |          0 |
|                         dma                                                                               |                                                   bsg_cache_dma |        933 |        845 |      88 |    0 |   146 |      0 |      0 |          0 |
|                           (dma)                                                                           |                                                   bsg_cache_dma |        756 |        756 |       0 |    0 |   130 |      0 |      0 |          0 |
|                           dma_counter                                                                     |                            bsg_counter_clear_up__parameterized1 |         13 |         13 |       0 |    0 |     4 |      0 |      0 |          0 |
|                           in_fifo                                                                         |                             bsg_fifo_1r1w_small__parameterized3 |        117 |         73 |      44 |    0 |     8 |      0 |      0 |          0 |
|                             unhardened.un.fifo                                                            |                  bsg_fifo_1r1w_small_unhardened__parameterized0 |        117 |         73 |      44 |    0 |     8 |      0 |      0 |          0 |
|                               ft                                                                          |                           bsg_fifo_tracker__parameterized0_1478 |          9 |          9 |       0 |    0 |     8 |      0 |      0 |          0 |
|                                 (ft)                                                                      |                           bsg_fifo_tracker__parameterized0_1478 |          0 |          0 |       0 |    0 |     2 |      0 |      0 |          0 |
|                                 rptr                                                                      |                           bsg_circular_ptr__parameterized0_1479 |          7 |          7 |       0 |    0 |     3 |      0 |      0 |          0 |
|                                 wptr                                                                      |                           bsg_circular_ptr__parameterized0_1480 |          2 |          2 |       0 |    0 |     3 |      0 |      0 |          0 |
|                               mem_1r1w                                                                    |                                   bsg_mem_1r1w__parameterized15 |        108 |         64 |      44 |    0 |     0 |      0 |      0 |          0 |
|                                 synth                                                                     |                             bsg_mem_1r1w_synth__parameterized15 |        108 |         64 |      44 |    0 |     0 |      0 |      0 |          0 |
|                           out_fifo                                                                        |                                    bsg_two_fifo__parameterized2 |         48 |          4 |      44 |    0 |     4 |      0 |      0 |          0 |
|                             (out_fifo)                                                                    |                                    bsg_two_fifo__parameterized2 |          3 |          3 |       0 |    0 |     4 |      0 |      0 |          0 |
|                             mem_1r1w                                                                      |                                   bsg_mem_1r1w__parameterized16 |         45 |          1 |      44 |    0 |     0 |      0 |      0 |          0 |
|                               synth                                                                       |                             bsg_mem_1r1w_synth__parameterized16 |         45 |          1 |      44 |    0 |     0 |      0 |      0 |          0 |
|                         ld_data_mux                                                                       |                                    bsg_mux__parameterized7_1464 |        128 |        128 |       0 |    0 |     0 |      0 |      0 |          0 |
|                         ld_data_sel[0].byte_mux                                                           |                                                         bsg_mux |         16 |         16 |       0 |    0 |     0 |      0 |      0 |          0 |
|                         ld_data_sel[1].byte_mux                                                           |                                         bsg_mux__parameterized0 |         16 |         16 |       0 |    0 |     0 |      0 |      0 |          0 |
|                         ld_data_sel[2].byte_mux                                                           |                                    bsg_mux__parameterized1_1465 |          8 |          8 |       0 |    0 |     0 |      0 |      0 |          0 |
|                         ld_data_size_mux                                                                  |                                         bsg_mux__parameterized9 |         34 |         34 |       0 |    0 |     0 |      0 |      0 |          0 |
|                         miss                                                                              |                                                  bsg_cache_miss |        455 |        455 |       0 |    0 |    12 |      0 |      0 |          0 |
|                         sbuf                                                                              |                                                  bsg_cache_sbuf |        383 |        383 |       0 |    0 |   342 |      0 |      0 |          0 |
|                           (sbuf)                                                                          |                                                  bsg_cache_sbuf |         26 |         26 |       0 |    0 |   109 |      0 |      0 |          0 |
|                           q0                                                                              |                          bsg_cache_buffer_queue__parameterized0 |        357 |        357 |       0 |    0 |   233 |      0 |      0 |          0 |
|                         sbuf_data_in_mux                                                                  |                                    bsg_mux__parameterized9_1466 |         28 |         28 |       0 |    0 |     0 |      0 |      0 |          0 |
|                         sbuf_mask_in_mux                                                                  |                                        bsg_mux__parameterized10 |          4 |          4 |       0 |    0 |     0 |      0 |      0 |          0 |
|                         stat_mem                                                                          |                 bsg_mem_1rw_sync_mask_write_bit__parameterized1 |         61 |         61 |       0 |    0 |    55 |      0 |      1 |          0 |
|                           from1r1w.ram                                                                    |      bsg_mem_1rw_sync_mask_write_bit_from_1r1w__parameterized10 |         61 |         61 |       0 |    0 |    55 |      0 |      1 |          0 |
|                             (from1r1w.ram)                                                                |      bsg_mem_1rw_sync_mask_write_bit_from_1r1w__parameterized10 |          0 |          0 |       0 |    0 |    15 |      0 |      0 |          0 |
|                             common_next_regs                                                              |                                                    bsg_dff_1472 |          1 |          1 |       0 |    0 |     1 |      0 |      0 |          0 |
|                             common_regs                                                                   |                                 bsg_dff_en__parameterized1_1473 |          3 |          3 |       0 |    0 |     8 |      0 |      0 |          0 |
|                             llr.dff_bypass                                                                |                          bsg_dff_en_bypass__parameterized1_1474 |          0 |          0 |       0 |    0 |    15 |      0 |      0 |          0 |
|                               dff                                                                         |                                bsg_dff_en__parameterized23_1477 |          0 |          0 |       0 |    0 |    15 |      0 |      0 |          0 |
|                             llr.read_en_dff                                                               |                                                    bsg_dff_1475 |         30 |         30 |       0 |    0 |     1 |      0 |      0 |          0 |
|                             ram                                                                           |                              bsg_mem_1r1w_sync__parameterized10 |         26 |         26 |       0 |    0 |     0 |      0 |      1 |          0 |
|                               ram                                                                         |                          simple_dual_one_clock__parameterized10 |         26 |         26 |       0 |    0 |     0 |      0 |      1 |          0 |
|                             write_regs                                                                    |                                bsg_dff_en__parameterized24_1476 |          1 |          1 |       0 |    0 |    15 |      0 |      0 |          0 |
|                         tag_mem                                                                           |                 bsg_mem_1rw_sync_mask_write_bit__parameterized0 |        605 |        605 |       0 |    0 |   390 |      2 |      1 |          0 |
|                           from1r1w.ram                                                                    |       bsg_mem_1rw_sync_mask_write_bit_from_1r1w__parameterized9 |        605 |        605 |       0 |    0 |   390 |      2 |      1 |          0 |
|                             (from1r1w.ram)                                                                |       bsg_mem_1rw_sync_mask_write_bit_from_1r1w__parameterized9 |          0 |          0 |       0 |    0 |   176 |      0 |      0 |          0 |
|                             common_next_regs                                                              |                                                    bsg_dff_1469 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |          0 |
|                             common_regs                                                                   |                                 bsg_dff_en__parameterized1_1470 |        242 |        242 |       0 |    0 |    12 |      0 |      0 |          0 |
|                             llr.dff_bypass                                                                |                               bsg_dff_en_bypass__parameterized0 |          0 |          0 |       0 |    0 |   176 |      0 |      0 |          0 |
|                               dff                                                                         |                                     bsg_dff_en__parameterized21 |          0 |          0 |       0 |    0 |   176 |      0 |      0 |          0 |
|                             llr.read_en_dff                                                               |                                                    bsg_dff_1471 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |          0 |
|                             ram                                                                           |                               bsg_mem_1r1w_sync__parameterized9 |        160 |        160 |       0 |    0 |     0 |      2 |      1 |          0 |
|                               ram                                                                         |                           simple_dual_one_clock__parameterized9 |        160 |        160 |       0 |    0 |     0 |      2 |      1 |          0 |
|                             write_regs                                                                    |                                     bsg_dff_en__parameterized22 |        203 |        203 |       0 |    0 |    24 |      0 |      0 |          0 |
|                         tbuf_gen.tbuf                                                                     |                                                  bsg_cache_tbuf |        170 |        170 |       0 |    0 |    69 |      0 |      0 |          0 |
|                           (tbuf_gen.tbuf)                                                                 |                                                  bsg_cache_tbuf |         28 |         28 |       0 |    0 |     1 |      0 |      0 |          0 |
|                           q0                                                                              |                                          bsg_cache_buffer_queue |        142 |        142 |       0 |    0 |    68 |      0 |      0 |          0 |
|                         track_mem_gen.track_mem                                                           |                                 bsg_mem_1rw_sync_mask_write_bit |        139 |        139 |       0 |    0 |   203 |      1 |      0 |          0 |
|                           from1r1w.ram                                                                    |       bsg_mem_1rw_sync_mask_write_bit_from_1r1w__parameterized8 |        139 |        139 |       0 |    0 |   203 |      1 |      0 |          0 |
|                             (from1r1w.ram)                                                                |       bsg_mem_1rw_sync_mask_write_bit_from_1r1w__parameterized8 |          0 |          0 |       0 |    0 |    64 |      0 |      0 |          0 |
|                             common_next_regs                                                              |                                                    bsg_dff_1467 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |          0 |
|                             common_regs                                                                   |                                      bsg_dff_en__parameterized1 |         11 |         11 |       0 |    0 |     9 |      0 |      0 |          0 |
|                             llr.dff_bypass                                                                |                                               bsg_dff_en_bypass |          0 |          0 |       0 |    0 |    64 |      0 |      0 |          0 |
|                               dff                                                                         |                                     bsg_dff_en__parameterized19 |          0 |          0 |       0 |    0 |    64 |      0 |      0 |          0 |
|                             llr.read_en_dff                                                               |                                                    bsg_dff_1468 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |          0 |
|                             ram                                                                           |                               bsg_mem_1r1w_sync__parameterized8 |        128 |        128 |       0 |    0 |     0 |      1 |      0 |          0 |
|                               ram                                                                         |                           simple_dual_one_clock__parameterized8 |        128 |        128 |       0 |    0 |     0 |      1 |      0 |          0 |
|                             write_regs                                                                    |                                     bsg_dff_en__parameterized20 |          0 |          0 |       0 |    0 |    64 |      0 |      0 |          0 |
|                       cache_controller                                                                    |                                          bp_me_cache_controller |        469 |        259 |     210 |    0 |    42 |      0 |      0 |          0 |
|                         (cache_controller)                                                                |                                          bp_me_cache_controller |          1 |          1 |       0 |    0 |     5 |      0 |      0 |          0 |
|                         set_counter                                                                       |                            bsg_counter_clear_up__parameterized2 |         12 |         12 |       0 |    0 |    10 |      0 |      0 |          0 |
|                         stream_pump                                                                       |                                               bp_me_stream_pump |        452 |        244 |     208 |    0 |    22 |      0 |      0 |          0 |
|                           in                                                                              |                                            bp_me_stream_pump_in |        276 |        192 |      84 |    0 |     8 |      0 |      0 |          0 |
|                             gearbox                                                                       |                                       bp_me_stream_gearbox_1458 |        269 |        185 |      84 |    0 |     4 |      0 |      0 |          0 |
|                               fifo                                                                        |                               bsg_two_fifo__parameterized3_1461 |        269 |        185 |      84 |    0 |     4 |      0 |      0 |          0 |
|                                 (fifo)                                                                    |                               bsg_two_fifo__parameterized3_1461 |          1 |          1 |       0 |    0 |     4 |      0 |      0 |          0 |
|                                 mem_1r1w                                                                  |                              bsg_mem_1r1w__parameterized19_1462 |        268 |        184 |      84 |    0 |     0 |      0 |      0 |          0 |
|                                   synth                                                                   |                        bsg_mem_1r1w_synth__parameterized19_1463 |        268 |        184 |      84 |    0 |     0 |      0 |      0 |          0 |
|                             pump_control                                                                  |                                  bp_me_stream_pump_control_1459 |          7 |          7 |       0 |    0 |     4 |      0 |      0 |          0 |
|                               (pump_control)                                                              |                                  bp_me_stream_pump_control_1459 |          3 |          3 |       0 |    0 |     1 |      0 |      0 |          0 |
|                               nz.counter                                                                  |                                         bsg_counter_set_en_1460 |          5 |          5 |       0 |    0 |     3 |      0 |      0 |          0 |
|                           out__0                                                                          |                                           bp_me_stream_pump_out |         91 |          7 |      84 |    0 |     8 |      0 |      0 |          0 |
|                             gearbox                                                                       |                       bp_me_stream_gearbox__parameterized0_1453 |         88 |          4 |      84 |    0 |     4 |      0 |      0 |          0 |
|                               fifo                                                                        |                               bsg_two_fifo__parameterized3_1455 |         88 |          4 |      84 |    0 |     4 |      0 |      0 |          0 |
|                                 (fifo)                                                                    |                               bsg_two_fifo__parameterized3_1455 |          3 |          3 |       0 |    0 |     4 |      0 |      0 |          0 |
|                                 mem_1r1w                                                                  |                              bsg_mem_1r1w__parameterized19_1456 |         85 |          1 |      84 |    0 |     0 |      0 |      0 |          0 |
|                                   synth                                                                   |                        bsg_mem_1r1w_synth__parameterized19_1457 |         85 |          1 |      84 |    0 |     0 |      0 |      0 |          0 |
|                             pump_control                                                                  |                                       bp_me_stream_pump_control |          3 |          3 |       0 |    0 |     4 |      0 |      0 |          0 |
|                               (pump_control)                                                              |                                       bp_me_stream_pump_control |          0 |          0 |       0 |    0 |     1 |      0 |      0 |          0 |
|                               nz.counter                                                                  |                                         bsg_counter_set_en_1454 |          3 |          3 |       0 |    0 |     3 |      0 |      0 |          0 |
|                           stream_fifo                                                                     |                             bsg_fifo_1r1w_small__parameterized6 |         85 |         45 |      40 |    0 |     6 |      0 |      0 |          0 |
|                             unhardened.un.fifo                                                            |                  bsg_fifo_1r1w_small_unhardened__parameterized3 |         85 |         45 |      40 |    0 |     6 |      0 |      0 |          0 |
|                               ft                                                                          |                                bsg_fifo_tracker__parameterized2 |         11 |         11 |       0 |    0 |     6 |      0 |      0 |          0 |
|                                 (ft)                                                                      |                                bsg_fifo_tracker__parameterized2 |          0 |          0 |       0 |    0 |     2 |      0 |      0 |          0 |
|                                 rptr                                                                      |                                bsg_circular_ptr__parameterized2 |          1 |          1 |       0 |    0 |     2 |      0 |      0 |          0 |
|                                 wptr                                                                      |                           bsg_circular_ptr__parameterized2_1452 |         10 |         10 |       0 |    0 |     2 |      0 |      0 |          0 |
|                               mem_1r1w                                                                    |                                   bsg_mem_1r1w__parameterized20 |         74 |         34 |      40 |    0 |     0 |      0 |      0 |          0 |
|                                 synth                                                                     |                             bsg_mem_1r1w_synth__parameterized20 |         74 |         34 |      40 |    0 |     0 |      0 |      0 |          0 |
|                         tag[0].fifo                                                                       |                             bsg_fifo_1r1w_small__parameterized5 |          6 |          4 |       2 |    0 |     5 |      0 |      0 |          0 |
|                           unhardened.un.fifo                                                              |                  bsg_fifo_1r1w_small_unhardened__parameterized2 |          6 |          4 |       2 |    0 |     5 |      0 |      0 |          0 |
|                             ft                                                                            |                                bsg_fifo_tracker__parameterized1 |          4 |          4 |       0 |    0 |     5 |      0 |      0 |          0 |
|                               (ft)                                                                        |                                bsg_fifo_tracker__parameterized1 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |          0 |
|                               rptr                                                                        |                                bsg_circular_ptr__parameterized1 |          3 |          3 |       0 |    0 |     2 |      0 |      0 |          0 |
|                               wptr                                                                        |                           bsg_circular_ptr__parameterized1_1451 |          1 |          1 |       0 |    0 |     2 |      0 |      0 |          0 |
|                             mem_1r1w                                                                      |                                   bsg_mem_1r1w__parameterized18 |          2 |          0 |       2 |    0 |     0 |      0 |      0 |          0 |
|                               synth                                                                       |                             bsg_mem_1r1w_synth__parameterized18 |          2 |          0 |       2 |    0 |     0 |      0 |      0 |          0 |
|                       fifo                                                                                |                             bsg_fifo_1r1w_small__parameterized4 |         92 |          8 |      84 |    0 |     8 |      0 |      0 |          0 |
|                         unhardened.un.fifo                                                                |                  bsg_fifo_1r1w_small_unhardened__parameterized1 |         92 |          8 |      84 |    0 |     8 |      0 |      0 |          0 |
|                           ft                                                                              |                                bsg_fifo_tracker__parameterized0 |          8 |          8 |       0 |    0 |     8 |      0 |      0 |          0 |
|                             (ft)                                                                          |                                bsg_fifo_tracker__parameterized0 |          0 |          0 |       0 |    0 |     2 |      0 |      0 |          0 |
|                             rptr                                                                          |                                bsg_circular_ptr__parameterized0 |          7 |          7 |       0 |    0 |     3 |      0 |      0 |          0 |
|                             wptr                                                                          |                           bsg_circular_ptr__parameterized0_1450 |          2 |          2 |       0 |    0 |     3 |      0 |      0 |          0 |
|                           mem_1r1w                                                                        |                                   bsg_mem_1r1w__parameterized17 |         84 |          0 |      84 |    0 |     0 |      0 |      0 |          0 |
|                             synth                                                                         |                             bsg_mem_1r1w_synth__parameterized17 |         84 |          0 |      84 |    0 |     0 |      0 |      0 |          0 |
|                     unicore_lite                                                                          |                                                 bp_unicore_lite |      29610 |      28939 |     649 |   22 | 10818 |     28 |      1 |         11 |
|                       (unicore_lite)                                                                      |                                                 bp_unicore_lite |          7 |          7 |       0 |    0 |     0 |      0 |      0 |          0 |
|                       core_minimal                                                                        |                                                 bp_core_minimal |      26847 |      26610 |     215 |   22 |  9400 |     28 |      1 |         11 |
|                         be                                                                                |                                                       bp_be_top |      23611 |      23411 |     178 |   22 |  7067 |     16 |      0 |         11 |
|                           calculator                                                                      |                                            bp_be_calculator_top |      21301 |      21259 |      20 |   22 |  6291 |     11 |      0 |         11 |
|                             (calculator)                                                                  |                                            bp_be_calculator_top |          3 |          3 |       0 |    0 |     0 |      0 |      0 |          0 |
|                             catchup.catchup_reservation_reg                                               |                                         bsg_dff__parameterized5 |       1779 |       1779 |       0 |    0 |   320 |      0 |      0 |          0 |
|                             catchup.pipe_int_catchup                                                      |                                                  bp_be_pipe_int |          1 |          1 |       0 |    0 |     0 |      0 |      0 |          0 |
|                               (catchup.pipe_int_catchup)                                                  |                                                  bp_be_pipe_int |          1 |          1 |       0 |    0 |     0 |      0 |      0 |          0 |
|                               popc                                                                        |                               bsg_popcount__parameterized0_1449 |          0 |          0 |       0 |    0 |     0 |      0 |      0 |          0 |
|                             comp_stage_reg                                                                |                                        bsg_dff__parameterized17 |        362 |        362 |       0 |    0 |   384 |      0 |      0 |          0 |
|                             exc_stage_reg                                                                 |                                        bsg_dff__parameterized18 |        527 |        511 |       0 |   16 |    58 |      0 |      0 |          0 |
|                             late_wb_arb                                                                   |                                                   bsg_arb_fixed |          1 |          1 |       0 |    0 |     0 |      0 |      0 |          0 |
|                               enc                                                                         |                bsg_priority_encode_one_hot_out__parameterized12 |          1 |          1 |       0 |    0 |     0 |      0 |      0 |          0 |
|                             late_wb_mux_oh                                                                |                                bsg_mux_one_hot__parameterized13 |         72 |         72 |       0 |    0 |     0 |      0 |      0 |          0 |
|                             pencode[0].fwd_mux_oh                                                         |                                 bsg_mux_one_hot__parameterized4 |         88 |         88 |       0 |    0 |     0 |      0 |      0 |          0 |
|                             pencode[1].fwd_mux_oh                                                         |                            bsg_mux_one_hot__parameterized4_1287 |         88 |         88 |       0 |    0 |     0 |      0 |      0 |          0 |
|                             pencode[2].fwd_mux_oh                                                         |                            bsg_mux_one_hot__parameterized4_1288 |         88 |         88 |       0 |    0 |     0 |      0 |      0 |          0 |
|                             pipe_aux                                                                      |                                                  bp_be_pipe_aux |        143 |        143 |       0 |    0 |    71 |      0 |      0 |          0 |
|                               (pipe_aux)                                                                  |                                                  bp_be_pipe_aux |          1 |          1 |       0 |    0 |     0 |      0 |      0 |          0 |
|                               f2dw                                                                        |                                                       recFNToIN |          0 |          0 |       0 |    0 |     0 |      0 |      0 |          0 |
|                               f2w                                                                         |                                       recFNToIN__parameterized0 |          0 |          0 |       0 |    0 |     0 |      0 |      0 |          0 |
|                               fp_box                                                                      |                                               bp_be_fp_box_1443 |          1 |          1 |       0 |    0 |     0 |      0 |      0 |          0 |
|                                 in64_rec                                                                  |                                  fNToRecFN__parameterized0_1448 |          1 |          1 |       0 |    0 |     0 |      0 |      0 |          0 |
|                               i2f                                                                         |                                                       iNToRecFN |          0 |          0 |       0 |    0 |     0 |      0 |      0 |          0 |
|                                 roundRawToOut                                                             |                                            roundAnyRawFNToRecFN |          0 |          0 |       0 |    0 |     0 |      0 |      0 |          0 |
|                               rebox                                                                       |                                             bp_be_fp_rebox_1444 |         33 |         33 |       0 |    0 |     0 |      0 |      0 |          0 |
|                                 round_mixed                                                               |                                    roundRawFNtoRecFN_mixed_1445 |         33 |         33 |       0 |    0 |     0 |      0 |      0 |          0 |
|                                   round32                                                                 |                       roundAnyRawFNToRecFN__parameterized1_1446 |         33 |         33 |       0 |    0 |     0 |      0 |      0 |          0 |
|                                     (round32)                                                             |                       roundAnyRawFNToRecFN__parameterized1_1446 |         31 |         31 |       0 |    0 |     0 |      0 |      0 |          0 |
|                                     lowMask_roundMask                                                     |                                lowMaskLoHi__parameterized0_1447 |          2 |          2 |       0 |    0 |     0 |      0 |      0 |          0 |
|                               retiming_chain                                                              |                                                   bsg_dff_chain |        108 |        108 |       0 |    0 |    71 |      0 |      0 |          0 |
|                                 chained.genblk1[1].ch_reg                                                 |                                         bsg_dff__parameterized8 |        108 |        108 |       0 |    0 |    71 |      0 |      0 |          0 |
|                             pipe_fma                                                                      |                                                  bp_be_pipe_fma |       1635 |       1633 |       0 |    2 |   463 |      0 |      0 |         11 |
|                               fma                                                                         |                                                mulAddRecFNToRaw |        960 |        960 |       0 |    0 |   374 |      0 |      0 |         11 |
|                                 mulAdd                                                                    |                                            bsg_mul_add_unsigned |        294 |        294 |       0 |    0 |   214 |      0 |      0 |          9 |
|                                   (mulAdd)                                                                |                                            bsg_mul_add_unsigned |         88 |         88 |       0 |    0 |     0 |      0 |      0 |          9 |
|                                   post_mul_add                                                            |                                   bsg_dff_chain__parameterized5 |        206 |        206 |       0 |    0 |   214 |      0 |      0 |          0 |
|                                     chained.genblk1[1].ch_reg                                             |                                        bsg_dff__parameterized14 |          5 |          5 |       0 |    0 |   107 |      0 |      0 |          0 |
|                                     chained.genblk1[2].ch_reg                                             |                                   bsg_dff__parameterized14_1442 |        201 |        201 |       0 |    0 |   107 |      0 |      0 |          0 |
|                                 mulAddToRaw_postMul                                                       |                                        mulAddRecFNToRaw_postMul |        570 |        570 |       0 |    0 |     0 |      0 |      0 |          0 |
|                                 mulAddToRaw_preMul                                                        |                                         mulAddRecFNToRaw_preMul |          0 |          0 |       0 |    0 |     0 |      0 |      0 |          2 |
|                                 shuntMulAdd                                                               |                                   bsg_dff_chain__parameterized6 |         99 |         99 |       0 |    0 |   160 |      0 |      0 |          0 |
