Copyright 1986-2022 Xilinx, Inc. All Rights Reserved.
------------------------------------------------------------------------------------
| Tool Version : Vivado v.2022.1 (lin64) Build 3526262 Mon Apr 18 15:47:01 MDT 2022
| Date         : Tue Jul 30 16:04:48 2024
| Host         : aoi running 64-bit Ubuntu 18.04.6 LTS
| Command      : report_utilization -file util.8.txt -hierarchical
| Design       : blackparrot_bd_1_wrapper
| Device       : xc7z045ffg900-2
| Speed File   : -2
| Design State : Routed
------------------------------------------------------------------------------------

Utilization Design Information

Table of Contents
-----------------
1. Utilization by Hierarchy

1. Utilization by Hierarchy
---------------------------

+-----------------------------------------------------------------------------------------------------------+---------------------------------------------------------------------------+------------+------------+---------+------+-------+--------+--------+------------+
|                                                  Instance                                                 |                                   Module                                  | Total LUTs | Logic LUTs | LUTRAMs | SRLs |  FFs  | RAMB36 | RAMB18 | DSP Blocks |
|                 inst                                                                                      |                                      sc_node_v1_0_14_top__parameterized15 |        146 |         92 |      52 |    2 |   135 |      0 |      0 |          0 |
|                   (inst)                                                                                  |                                      sc_node_v1_0_14_top__parameterized15 |          3 |          3 |       0 |    0 |     1 |      0 |      0 |          0 |
|                   inst_mi_handler                                                                         |                               sc_node_v1_0_14_mi_handler__parameterized15 |        111 |         59 |      52 |    0 |   110 |      0 |      0 |          0 |
|                     (inst_mi_handler)                                                                     |                               sc_node_v1_0_14_mi_handler__parameterized15 |          0 |          0 |       0 |    0 |     2 |      0 |      0 |          0 |
|                     gen_normal_area.gen_node_prog_full.inst_node_prog_full                                |                                          sc_node_v1_0_14_fifo__xdcDup__10 |         33 |         33 |       0 |    0 |    21 |      0 |      0 |          0 |
|                       gen_xpm_memory_fifo.inst_fifo                                                       |                                sc_util_v1_0_4_xpm_memory_fifo__xdcDup__10 |         33 |         33 |       0 |    0 |    21 |      0 |      0 |          0 |
|                         (gen_xpm_memory_fifo.inst_fifo)                                                   |                                sc_util_v1_0_4_xpm_memory_fifo__xdcDup__10 |          5 |          5 |       0 |    0 |     3 |      0 |      0 |          0 |
|                         gen_mem_rep[0].inst_rd_addrb                                                      |                                                sc_util_v1_0_4_counter_318 |          6 |          6 |       0 |    0 |     6 |      0 |      0 |          0 |
|                         gen_mem_rep[0].inst_wr_addra                                                      |                                                sc_util_v1_0_4_counter_319 |          4 |          4 |       0 |    0 |     6 |      0 |      0 |          0 |
|                         gen_wr.inst_wr_addra_p1                                                           |                                sc_util_v1_0_4_counter__parameterized0_320 |         18 |         18 |       0 |    0 |     6 |      0 |      0 |          0 |
|                     gen_normal_area.inst_fifo_node_payld                                                  |                                     sc_node_v1_0_14_fifo__parameterized10 |         79 |         27 |      52 |    0 |    86 |      0 |      0 |          0 |
|                       gen_xpm_memory_fifo.inst_fifo                                                       |                           sc_util_v1_0_4_xpm_memory_fifo__parameterized10 |         79 |         27 |      52 |    0 |    86 |      0 |      0 |          0 |
|                         (gen_xpm_memory_fifo.inst_fifo)                                                   |                           sc_util_v1_0_4_xpm_memory_fifo__parameterized10 |          4 |          4 |       0 |    0 |     3 |      0 |      0 |          0 |
|                         gen_mem_rep[0].inst_rd_addrb                                                      |                                                sc_util_v1_0_4_counter_315 |          6 |          6 |       0 |    0 |     6 |      0 |      0 |          0 |
|                         gen_mem_rep[0].inst_wr_addra                                                      |                                                sc_util_v1_0_4_counter_316 |          4 |          4 |       0 |    0 |     6 |      0 |      0 |          0 |
|                         gen_mem_rep[0].inst_xpm_memory                                                    |                                     xpm_memory_sdpram__parameterized10__6 |         52 |          0 |      52 |    0 |    65 |      0 |      0 |          0 |
|                           xpm_memory_base_inst                                                            |                                       xpm_memory_base__parameterized12__6 |         52 |          0 |      52 |    0 |    65 |      0 |      0 |          0 |
|                         gen_wr.inst_wr_addra_p1                                                           |                                sc_util_v1_0_4_counter__parameterized0_317 |         13 |         13 |       0 |    0 |     6 |      0 |      0 |          0 |
|                     inst_ingress                                                                          |                                  sc_node_v1_0_14_ingress__parameterized15 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |          0 |
|                       inst_pipeline_valid                                                                 |                               sc_util_v1_0_4_pipeline__parameterized2_314 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |          0 |
|                   inst_si_handler                                                                         |                                sc_node_v1_0_14_si_handler__parameterized7 |         31 |         29 |       0 |    2 |    21 |      0 |      0 |          0 |
|                     (inst_si_handler)                                                                     |                                sc_node_v1_0_14_si_handler__parameterized7 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |          0 |
|                     gen_m_axis_arb_fifo.inst_axis_arb_fifo                                                |                          sc_util_v1_0_4_axic_reg_srl_fifo__parameterized5 |         17 |         15 |       0 |    2 |    10 |      0 |      0 |          0 |
|                       (gen_m_axis_arb_fifo.inst_axis_arb_fifo)                                            |                          sc_util_v1_0_4_axic_reg_srl_fifo__parameterized5 |         15 |         15 |       0 |    0 |    10 |      0 |      0 |          0 |
|                       gen_srls[0].srl_nx1                                                                 |                                                sc_util_v1_0_4_srl_rtl_312 |          1 |          0 |       0 |    1 |     0 |      0 |      0 |          0 |
|                       gen_srls[1].srl_nx1                                                                 |                                                sc_util_v1_0_4_srl_rtl_313 |          2 |          1 |       0 |    1 |     0 |      0 |      0 |          0 |
|                     gen_si_handler.gen_arbiter_rr_normal_area.inst_arbiter                                |                                                sc_node_v1_0_14_arb_alg_rr |          9 |          9 |       0 |    0 |     4 |      0 |      0 |          0 |
|                     gen_si_handler.gen_request_counters.gen_req_counter[0].inst_req_counter               |                                    sc_util_v1_0_4_counter__parameterized2 |          2 |          2 |       0 |    0 |     3 |      0 |      0 |          0 |
|                     gen_si_handler.gen_request_counters.gen_req_counter[1].inst_req_counter               |                                sc_util_v1_0_4_counter__parameterized2_311 |          3 |          3 |       0 |    0 |     3 |      0 |      0 |          0 |
|                   s_sc_xpm_cdc_async_rst_inst                                                             |                                                     xpm_cdc_async_rst__84 |          1 |          1 |       0 |    0 |     3 |      0 |      0 |          0 |
|               m00_b_node                                                                                  |                                                           bd_b908_m00bn_0 |         86 |         80 |       6 |    0 |    65 |      0 |      0 |          0 |
|                 inst                                                                                      |                                      sc_node_v1_0_14_top__parameterized16 |         86 |         80 |       6 |    0 |    65 |      0 |      0 |          0 |
|                   (inst)                                                                                  |                                      sc_node_v1_0_14_top__parameterized16 |          3 |          3 |       0 |    0 |     1 |      0 |      0 |          0 |
|                   inst_mi_handler                                                                         |                               sc_node_v1_0_14_mi_handler__parameterized16 |         82 |         76 |       6 |    0 |    60 |      0 |      0 |          0 |
|                     (inst_mi_handler)                                                                     |                               sc_node_v1_0_14_mi_handler__parameterized16 |          0 |          0 |       0 |    0 |     2 |      0 |      0 |          0 |
|                     gen_normal_area.gen_fifo_req.inst_fifo_req                                            |                           sc_node_v1_0_14_fifo__parameterized5__xdcDup__4 |         32 |         28 |       4 |    0 |    23 |      0 |      0 |          0 |
|                       gen_xpm_memory_fifo.inst_fifo                                                       |                 sc_util_v1_0_4_xpm_memory_fifo__parameterized5__xdcDup__4 |         32 |         28 |       4 |    0 |    23 |      0 |      0 |          0 |
|                         (gen_xpm_memory_fifo.inst_fifo)                                                   |                 sc_util_v1_0_4_xpm_memory_fifo__parameterized5__xdcDup__4 |          4 |          4 |       0 |    0 |     3 |      0 |      0 |          0 |
|                         gen_mem_rep[0].inst_rd_addrb                                                      |                                                sc_util_v1_0_4_counter_308 |          6 |          6 |       0 |    0 |     6 |      0 |      0 |          0 |
|                         gen_mem_rep[0].inst_wr_addra                                                      |                                                sc_util_v1_0_4_counter_309 |          5 |          5 |       0 |    0 |     6 |      0 |      0 |          0 |
|                         gen_mem_rep[0].inst_xpm_memory                                                    |                                         xpm_memory_sdpram__parameterized5 |          4 |          0 |       4 |    0 |     2 |      0 |      0 |          0 |
|                           xpm_memory_base_inst                                                            |                                           xpm_memory_base__parameterized7 |          4 |          0 |       4 |    0 |     2 |      0 |      0 |          0 |
|                         gen_wr.inst_wr_addra_p1                                                           |                                sc_util_v1_0_4_counter__parameterized0_310 |         14 |         14 |       0 |    0 |     6 |      0 |      0 |          0 |
|                     gen_normal_area.inst_fifo_node_payld                                                  |                                     sc_node_v1_0_14_fifo__parameterized13 |         38 |         36 |       2 |    0 |    24 |      0 |      0 |          0 |
|                       gen_xpm_memory_fifo.inst_fifo                                                       |                           sc_util_v1_0_4_xpm_memory_fifo__parameterized13 |         38 |         36 |       2 |    0 |    24 |      0 |      0 |          0 |
|                         (gen_xpm_memory_fifo.inst_fifo)                                                   |                           sc_util_v1_0_4_xpm_memory_fifo__parameterized13 |          4 |          4 |       0 |    0 |     4 |      0 |      0 |          0 |
|                         gen_mem_rep[0].inst_rd_addrb                                                      |                                                sc_util_v1_0_4_counter_305 |          4 |          4 |       0 |    0 |     6 |      0 |      0 |          0 |
|                         gen_mem_rep[0].inst_wr_addra                                                      |                                                sc_util_v1_0_4_counter_306 |          5 |          5 |       0 |    0 |     6 |      0 |      0 |          0 |
|                         gen_mem_rep[0].inst_xpm_memory                                                    |                                        xpm_memory_sdpram__parameterized13 |          2 |          0 |       2 |    0 |     2 |      0 |      0 |          0 |
|                           xpm_memory_base_inst                                                            |                                          xpm_memory_base__parameterized15 |          2 |          0 |       2 |    0 |     2 |      0 |      0 |          0 |
|                         gen_wr.inst_wr_addra_p1                                                           |                                sc_util_v1_0_4_counter__parameterized0_307 |         23 |         23 |       0 |    0 |     6 |      0 |      0 |          0 |
|                     gen_normal_area.inst_fifo_send                                                        |                            sc_node_v1_0_14_reg_slice3__parameterized1_304 |         12 |         12 |       0 |    0 |    11 |      0 |      0 |          0 |
|                   inst_si_handler                                                                         |                            sc_node_v1_0_14_si_handler__parameterized1_303 |          1 |          1 |       0 |    0 |     1 |      0 |      0 |          0 |
|                   s_sc_xpm_cdc_async_rst_inst                                                             |                                                     xpm_cdc_async_rst__82 |          1 |          1 |       0 |    0 |     3 |      0 |      0 |          0 |
|               m00_r_node                                                                                  |                                                           bd_b908_m00rn_0 |        137 |         79 |      58 |    0 |   129 |      0 |      0 |          0 |
|                 inst                                                                                      |                                      sc_node_v1_0_14_top__parameterized17 |        137 |         79 |      58 |    0 |   129 |      0 |      0 |          0 |
|                   (inst)                                                                                  |                                      sc_node_v1_0_14_top__parameterized17 |          3 |          3 |       0 |    0 |     1 |      0 |      0 |          0 |
|                   inst_mi_handler                                                                         |                               sc_node_v1_0_14_mi_handler__parameterized17 |        133 |         75 |      58 |    0 |   124 |      0 |      0 |          0 |
|                     (inst_mi_handler)                                                                     |                               sc_node_v1_0_14_mi_handler__parameterized17 |          0 |          0 |       0 |    0 |     2 |      0 |      0 |          0 |
|                     gen_normal_area.gen_fifo_req.inst_fifo_req                                            |                                      sc_node_v1_0_14_fifo__parameterized5 |         33 |         29 |       4 |    0 |    22 |      0 |      0 |          0 |
|                       gen_xpm_memory_fifo.inst_fifo                                                       |                            sc_util_v1_0_4_xpm_memory_fifo__parameterized5 |         33 |         29 |       4 |    0 |    22 |      0 |      0 |          0 |
|                         (gen_xpm_memory_fifo.inst_fifo)                                                   |                            sc_util_v1_0_4_xpm_memory_fifo__parameterized5 |          5 |          5 |       0 |    0 |     3 |      0 |      0 |          0 |
|                         gen_mem_rep[0].inst_rd_addrb                                                      |                                                sc_util_v1_0_4_counter_300 |          6 |          6 |       0 |    0 |     6 |      0 |      0 |          0 |
|                         gen_mem_rep[0].inst_wr_addra                                                      |                                                sc_util_v1_0_4_counter_301 |          5 |          5 |       0 |    0 |     6 |      0 |      0 |          0 |
|                         gen_mem_rep[0].inst_xpm_memory                                                    |                                      xpm_memory_sdpram__parameterized5__8 |          4 |          0 |       4 |    0 |     1 |      0 |      0 |          0 |
|                           xpm_memory_base_inst                                                            |                                        xpm_memory_base__parameterized7__8 |          4 |          0 |       4 |    0 |     1 |      0 |      0 |          0 |
|                         gen_wr.inst_wr_addra_p1                                                           |                                sc_util_v1_0_4_counter__parameterized0_302 |         14 |         14 |       0 |    0 |     6 |      0 |      0 |          0 |
|                     gen_normal_area.inst_fifo_node_payld                                                  |                                     sc_node_v1_0_14_fifo__parameterized14 |         93 |         39 |      54 |    0 |    92 |      0 |      0 |          0 |
|                       gen_xpm_memory_fifo.inst_fifo                                                       |                           sc_util_v1_0_4_xpm_memory_fifo__parameterized14 |         93 |         39 |      54 |    0 |    92 |      0 |      0 |          0 |
|                         (gen_xpm_memory_fifo.inst_fifo)                                                   |                           sc_util_v1_0_4_xpm_memory_fifo__parameterized14 |          5 |          5 |       0 |    0 |     4 |      0 |      0 |          0 |
|                         gen_mem_rep[0].inst_rd_addrb                                                      |                                                sc_util_v1_0_4_counter_297 |          6 |          6 |       0 |    0 |     6 |      0 |      0 |          0 |
|                         gen_mem_rep[0].inst_wr_addra                                                      |                                                sc_util_v1_0_4_counter_298 |          5 |          5 |       0 |    0 |     6 |      0 |      0 |          0 |
|                         gen_mem_rep[0].inst_xpm_memory                                                    |                                        xpm_memory_sdpram__parameterized14 |         54 |          0 |      54 |    0 |    70 |      0 |      0 |          0 |
|                           xpm_memory_base_inst                                                            |                                          xpm_memory_base__parameterized16 |         54 |          0 |      54 |    0 |    70 |      0 |      0 |          0 |
|                         gen_wr.inst_wr_addra_p1                                                           |                                sc_util_v1_0_4_counter__parameterized0_299 |         23 |         23 |       0 |    0 |     6 |      0 |      0 |          0 |
|                     gen_normal_area.inst_fifo_send                                                        |                                sc_node_v1_0_14_reg_slice3__parameterized1 |          8 |          8 |       0 |    0 |     8 |      0 |      0 |          0 |
|                   inst_si_handler                                                                         |                            sc_node_v1_0_14_si_handler__parameterized2_296 |          1 |          1 |       0 |    0 |     1 |      0 |      0 |          0 |
|                   s_sc_xpm_cdc_async_rst_inst                                                             |                                                     xpm_cdc_async_rst__80 |          1 |          1 |       0 |    0 |     3 |      0 |      0 |          0 |
|               m00_w_node                                                                                  |                                                           bd_b908_m00wn_0 |        147 |         91 |      56 |    0 |   145 |      0 |      0 |          0 |
|                 inst                                                                                      |                                      sc_node_v1_0_14_top__parameterized18 |        147 |         91 |      56 |    0 |   145 |      0 |      0 |          0 |
|                   (inst)                                                                                  |                                      sc_node_v1_0_14_top__parameterized18 |          3 |          3 |       0 |    0 |     1 |      0 |      0 |          0 |
|                   inst_mi_handler                                                                         |                               sc_node_v1_0_14_mi_handler__parameterized18 |        114 |         62 |      52 |    0 |   117 |      0 |      0 |          0 |
|                     (inst_mi_handler)                                                                     |                               sc_node_v1_0_14_mi_handler__parameterized18 |          0 |          0 |       0 |    0 |     2 |      0 |      0 |          0 |
|                     gen_normal_area.gen_node_prog_full.inst_node_prog_full                                |                                          sc_node_v1_0_14_fifo__xdcDup__11 |         36 |         36 |       0 |    0 |    21 |      0 |      0 |          0 |
|                       gen_xpm_memory_fifo.inst_fifo                                                       |                                sc_util_v1_0_4_xpm_memory_fifo__xdcDup__11 |         36 |         36 |       0 |    0 |    21 |      0 |      0 |          0 |
|                         (gen_xpm_memory_fifo.inst_fifo)                                                   |                                sc_util_v1_0_4_xpm_memory_fifo__xdcDup__11 |          8 |          8 |       0 |    0 |     3 |      0 |      0 |          0 |
|                         gen_mem_rep[0].inst_rd_addrb                                                      |                                                sc_util_v1_0_4_counter_293 |          6 |          6 |       0 |    0 |     6 |      0 |      0 |          0 |
|                         gen_mem_rep[0].inst_wr_addra                                                      |                                                sc_util_v1_0_4_counter_294 |          4 |          4 |       0 |    0 |     6 |      0 |      0 |          0 |
|                         gen_wr.inst_wr_addra_p1                                                           |                                sc_util_v1_0_4_counter__parameterized0_295 |         19 |         19 |       0 |    0 |     6 |      0 |      0 |          0 |
|                     gen_normal_area.inst_fifo_node_payld                                                  |                                     sc_node_v1_0_14_fifo__parameterized16 |         78 |         26 |      52 |    0 |    93 |      0 |      0 |          0 |
|                       gen_xpm_memory_fifo.inst_fifo                                                       |                           sc_util_v1_0_4_xpm_memory_fifo__parameterized16 |         78 |         26 |      52 |    0 |    93 |      0 |      0 |          0 |
|                         (gen_xpm_memory_fifo.inst_fifo)                                                   |                           sc_util_v1_0_4_xpm_memory_fifo__parameterized16 |          4 |          4 |       0 |    0 |     3 |      0 |      0 |          0 |
|                         gen_mem_rep[0].inst_rd_addrb                                                      |                                                sc_util_v1_0_4_counter_290 |          6 |          6 |       0 |    0 |     6 |      0 |      0 |          0 |
|                         gen_mem_rep[0].inst_wr_addra                                                      |                                                sc_util_v1_0_4_counter_291 |          4 |          4 |       0 |    0 |     6 |      0 |      0 |          0 |
|                         gen_mem_rep[0].inst_xpm_memory                                                    |                                        xpm_memory_sdpram__parameterized16 |         52 |          0 |      52 |    0 |    72 |      0 |      0 |          0 |
|                           xpm_memory_base_inst                                                            |                                          xpm_memory_base__parameterized18 |         52 |          0 |      52 |    0 |    72 |      0 |      0 |          0 |
|                         gen_wr.inst_wr_addra_p1                                                           |                                sc_util_v1_0_4_counter__parameterized0_292 |         13 |         13 |       0 |    0 |     6 |      0 |      0 |          0 |
|                     inst_ingress                                                                          |                                  sc_node_v1_0_14_ingress__parameterized18 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |          0 |
|                       inst_pipeline_valid                                                                 |                               sc_util_v1_0_4_pipeline__parameterized2_289 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |          0 |
|                   inst_si_handler                                                                         |                                sc_node_v1_0_14_si_handler__parameterized8 |         29 |         25 |       4 |    0 |    24 |      0 |      0 |          0 |
|                     (inst_si_handler)                                                                     |                                sc_node_v1_0_14_si_handler__parameterized8 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |          0 |
|                     gen_si_handler.gen_axis_packet_slave_normal_area.inst_allow_transfer_late             |                               sc_util_v1_0_4_pipeline__parameterized2_284 |          5 |          5 |       0 |    0 |     1 |      0 |      0 |          0 |
|                     gen_si_handler.gen_request_fifos.gen_req_fifo[0].inst_req_fifo                        |                          sc_node_v1_0_14_fifo__parameterized15__xdcDup__1 |         13 |         11 |       2 |    0 |    11 |      0 |      0 |          0 |
|                       gen_xpm_memory_fifo.inst_fifo                                                       |                sc_util_v1_0_4_xpm_memory_fifo__parameterized15__xdcDup__1 |         13 |         11 |       2 |    0 |    11 |      0 |      0 |          0 |
|                         (gen_xpm_memory_fifo.inst_fifo)                                                   |                sc_util_v1_0_4_xpm_memory_fifo__parameterized15__xdcDup__1 |          2 |          2 |       0 |    0 |     2 |      0 |      0 |          0 |
|                         gen_mem_rep[0].inst_rd_addrb                                                      |                                sc_util_v1_0_4_counter__parameterized3_286 |          2 |          2 |       0 |    0 |     3 |      0 |      0 |          0 |
|                         gen_mem_rep[0].inst_wr_addra                                                      |                                sc_util_v1_0_4_counter__parameterized3_287 |          2 |          2 |       0 |    0 |     3 |      0 |      0 |          0 |
|                         gen_mem_rep[0].inst_xpm_memory                                                    |                                        xpm_memory_sdpram__parameterized15 |          2 |          0 |       2 |    0 |     0 |      0 |      0 |          0 |
|                           xpm_memory_base_inst                                                            |                                          xpm_memory_base__parameterized17 |          2 |          0 |       2 |    0 |     0 |      0 |      0 |          0 |
|                         gen_wr.inst_wr_addra_p1                                                           |                                sc_util_v1_0_4_counter__parameterized4_288 |          5 |          5 |       0 |    0 |     3 |      0 |      0 |          0 |
|                     gen_si_handler.gen_request_fifos.gen_req_fifo[1].inst_req_fifo                        |                                     sc_node_v1_0_14_fifo__parameterized15 |         13 |         11 |       2 |    0 |    11 |      0 |      0 |          0 |
|                       gen_xpm_memory_fifo.inst_fifo                                                       |                           sc_util_v1_0_4_xpm_memory_fifo__parameterized15 |         13 |         11 |       2 |    0 |    11 |      0 |      0 |          0 |
|                         (gen_xpm_memory_fifo.inst_fifo)                                                   |                           sc_util_v1_0_4_xpm_memory_fifo__parameterized15 |          2 |          2 |       0 |    0 |     2 |      0 |      0 |          0 |
|                         gen_mem_rep[0].inst_rd_addrb                                                      |                                    sc_util_v1_0_4_counter__parameterized3 |          2 |          2 |       0 |    0 |     3 |      0 |      0 |          0 |
|                         gen_mem_rep[0].inst_wr_addra                                                      |                                sc_util_v1_0_4_counter__parameterized3_285 |          2 |          2 |       0 |    0 |     3 |      0 |      0 |          0 |
|                         gen_mem_rep[0].inst_xpm_memory                                                    |                                     xpm_memory_sdpram__parameterized15__2 |          2 |          0 |       2 |    0 |     0 |      0 |      0 |          0 |
|                           xpm_memory_base_inst                                                            |                                       xpm_memory_base__parameterized17__2 |          2 |          0 |       2 |    0 |     0 |      0 |      0 |          0 |
|                         gen_wr.inst_wr_addra_p1                                                           |                                    sc_util_v1_0_4_counter__parameterized4 |          5 |          5 |       0 |    0 |     3 |      0 |      0 |          0 |
|                   s_sc_xpm_cdc_async_rst_inst                                                             |                                                     xpm_cdc_async_rst__78 |          1 |          1 |       0 |    0 |     3 |      0 |      0 |          0 |
|             m00_sc2axi                                                                                    |                                                          bd_b908_m00s2a_0 |          0 |          0 |       0 |    0 |     0 |      0 |      0 |          0 |
|               inst                                                                                        |                                      sc_sc2axi_v1_0_8_top__parameterized2 |          0 |          0 |       0 |    0 |     0 |      0 |      0 |          0 |
|             s00_axi2sc                                                                                    |                                                          bd_b908_s00a2s_0 |          0 |          0 |       0 |    0 |     0 |      0 |      0 |          0 |
|               inst                                                                                        |                                      sc_axi2sc_v1_0_8_top__parameterized1 |          0 |          0 |       0 |    0 |     0 |      0 |      0 |          0 |
|             s00_entry_pipeline                                                                            |                                             s00_entry_pipeline_imp_8ALGM0 |        960 |        802 |       0 |  158 |  1309 |      0 |      0 |          0 |
|               s00_mmu                                                                                     |                                                          bd_b908_s00mmu_0 |        310 |        310 |       0 |    0 |   607 |      0 |      0 |          0 |
|                 inst                                                                                      |                                        sc_mmu_v1_0_10_top__parameterized1 |        310 |        310 |       0 |    0 |   607 |      0 |      0 |          0 |
|                   (inst)                                                                                  |                                        sc_mmu_v1_0_10_top__parameterized1 |          9 |          9 |       0 |    0 |    28 |      0 |      0 |          0 |
|                   ar_reg_stall                                                                            |                                          sc_util_v1_0_4_axi_reg_stall_277 |         29 |         29 |       0 |    0 |    68 |      0 |      0 |          0 |
|                   ar_sreg                                                                                 |                                          sc_util_v1_0_4_axi_reg_stall_278 |         29 |         29 |       0 |    0 |    68 |      0 |      0 |          0 |
|                   aw_reg_stall                                                                            |                                          sc_util_v1_0_4_axi_reg_stall_279 |         29 |         29 |       0 |    0 |    68 |      0 |      0 |          0 |
|                   aw_sreg                                                                                 |                                          sc_util_v1_0_4_axi_reg_stall_280 |         35 |         35 |       0 |    0 |    68 |      0 |      0 |          0 |
|                   b_sreg                                                                                  |                                          sc_util_v1_0_4_axi_reg_stall_281 |          3 |          3 |       0 |    0 |     3 |      0 |      0 |          0 |
|                   gen_endpoint.decerr_slave_inst                                                          |                               sc_mmu_v1_0_10_decerr_slave__parameterized0 |         27 |         27 |       0 |    0 |    17 |      0 |      0 |          0 |
|                   r_sreg                                                                                  |                                          sc_util_v1_0_4_axi_reg_stall_282 |        105 |        105 |       0 |    0 |   134 |      0 |      0 |          0 |
|                   w_sreg                                                                                  |                                          sc_util_v1_0_4_axi_reg_stall_283 |         45 |         45 |       0 |    0 |   150 |      0 |      0 |          0 |
|                   xpm_cdc_async_rst_inst                                                                  |                                                     xpm_cdc_async_rst__56 |          1 |          1 |       0 |    0 |     3 |      0 |      0 |          0 |
|               s00_si_converter                                                                            |                                                          bd_b908_s00sic_0 |        621 |        463 |       0 |  158 |   682 |      0 |      0 |          0 |
|                 inst                                                                                      |                               sc_si_converter_v1_0_10_top__parameterized1 |        621 |        463 |       0 |  158 |   682 |      0 |      0 |          0 |
|                   (inst)                                                                                  |                               sc_si_converter_v1_0_10_top__parameterized1 |          1 |          1 |       0 |    0 |     1 |      0 |      0 |          0 |
|                   converter.wrap_narrow_inst                                                              |                       sc_si_converter_v1_0_10_wrap_narrow__parameterized1 |        590 |        437 |       0 |  153 |   664 |      0 |      0 |          0 |
|                     (converter.wrap_narrow_inst)                                                          |                       sc_si_converter_v1_0_10_wrap_narrow__parameterized1 |         89 |         89 |       0 |    0 |   268 |      0 |      0 |          0 |
|                     ar_reg_slice                                                                          |                                           sc_util_v1_0_4_axi_reg_stall_75 |         34 |         34 |       0 |    0 |    82 |      0 |      0 |          0 |
|                     aw_reg_slice                                                                          |                                           sc_util_v1_0_4_axi_reg_stall_76 |         29 |         29 |       0 |    0 |    78 |      0 |      0 |          0 |
|                     gen_thread_loop[0].r_cmd_fifo                                                         |                         sc_util_v1_0_4_axic_reg_srl_fifo__parameterized10 |         44 |         38 |       0 |    6 |    14 |      0 |      0 |          0 |
|                       (gen_thread_loop[0].r_cmd_fifo)                                                     |                         sc_util_v1_0_4_axic_reg_srl_fifo__parameterized10 |         37 |         37 |       0 |    0 |    14 |      0 |      0 |          0 |
|                       gen_srls[0].srl_nx1                                                                 |                                                sc_util_v1_0_4_srl_rtl_255 |          1 |          0 |       0 |    1 |     0 |      0 |      0 |          0 |
|                       gen_srls[10].srl_nx1                                                                |                                                sc_util_v1_0_4_srl_rtl_256 |          1 |          0 |       0 |    1 |     0 |      0 |      0 |          0 |
|                       gen_srls[1].srl_nx1                                                                 |                                                sc_util_v1_0_4_srl_rtl_266 |          1 |          0 |       0 |    1 |     0 |      0 |      0 |          0 |
|                       gen_srls[21].srl_nx1                                                                |                                                sc_util_v1_0_4_srl_rtl_268 |          1 |          1 |       0 |    0 |     0 |      0 |      0 |          0 |
|                       gen_srls[2].srl_nx1                                                                 |                                                sc_util_v1_0_4_srl_rtl_269 |          1 |          0 |       0 |    1 |     0 |      0 |      0 |          0 |
|                       gen_srls[8].srl_nx1                                                                 |                                                sc_util_v1_0_4_srl_rtl_275 |          1 |          0 |       0 |    1 |     0 |      0 |      0 |          0 |
|                       gen_srls[9].srl_nx1                                                                 |                                                sc_util_v1_0_4_srl_rtl_276 |          1 |          0 |       0 |    1 |     0 |      0 |      0 |          0 |
|                     gen_thread_loop[0].r_payld_fifo                                                       |                       sc_si_converter_v1_0_10_offset_fifo__parameterized2 |        176 |        109 |       0 |   67 |   100 |      0 |      0 |          0 |
|                       (gen_thread_loop[0].r_payld_fifo)                                                   |                       sc_si_converter_v1_0_10_offset_fifo__parameterized2 |         67 |         67 |       0 |    0 |    89 |      0 |      0 |          0 |
|                       cmd_fifo                                                                            |                      sc_util_v1_0_4_axic_reg_srl_fifo__parameterized4_178 |         40 |         37 |       0 |    3 |    11 |      0 |      0 |          0 |
|                         (cmd_fifo)                                                                        |                      sc_util_v1_0_4_axic_reg_srl_fifo__parameterized4_178 |         36 |         36 |       0 |    0 |    11 |      0 |      0 |          0 |
|                         gen_srls[0].srl_nx1                                                               |                                                sc_util_v1_0_4_srl_rtl_243 |          1 |          0 |       0 |    1 |     0 |      0 |      0 |          0 |
|                         gen_srls[11].srl_nx1                                                              |                                                sc_util_v1_0_4_srl_rtl_245 |          1 |          1 |       0 |    0 |     0 |      0 |      0 |          0 |
|                         gen_srls[1].srl_nx1                                                               |                                                sc_util_v1_0_4_srl_rtl_246 |          1 |          0 |       0 |    1 |     0 |      0 |      0 |          0 |
|                         gen_srls[2].srl_nx1                                                               |                                                sc_util_v1_0_4_srl_rtl_247 |          1 |          0 |       0 |    1 |     0 |      0 |      0 |          0 |
|                       gen_srls[10].srl_nx1                                                                |                                sc_util_v1_0_4_srl_rtl__parameterized0_179 |          1 |          0 |       0 |    1 |     0 |      0 |      0 |          0 |
|                       gen_srls[11].srl_nx1                                                                |                                sc_util_v1_0_4_srl_rtl__parameterized0_180 |          1 |          0 |       0 |    1 |     0 |      0 |      0 |          0 |
|                       gen_srls[12].srl_nx1                                                                |                                sc_util_v1_0_4_srl_rtl__parameterized0_181 |          1 |          0 |       0 |    1 |     0 |      0 |      0 |          0 |
|                       gen_srls[13].srl_nx1                                                                |                                sc_util_v1_0_4_srl_rtl__parameterized0_182 |          1 |          0 |       0 |    1 |     0 |      0 |      0 |          0 |
